Org1	  University ICU Communication
Org1802	  Irst FBK
Org1803	  IMIS Centre Athena
Org1804	  Bremen GmbH DFKI
Org1805	  University Mary
Org1806	  University Sciences Saarland Applied
Org1807	  University Mexico
Org1808	  Laboratory Queensland
Org1809	  National University Galway
Org1810	  Institute Finance Quantitative Oxford
Org1811	  Grand Universit LORIA CNRS Est Nancy INRIA
Org1812	  nio Alum Brasileira Companhia
Org1813	  Company Aluminium Keao
Org1814	  University Normal
Org1815	  Grassland Station Ecosystem Observation Hulunber
Org1816	  Univeristy Shangluo
Org1817	  Sandforce Inc
Org1818	  STARLab
Org1819	  Association China Agriculture Market Wholesale
Org1820	  Center German GmbH DFKI
Org1821	  Intelligence Team Business
Org1822	  D Telefonica
Org1823	  Engineering Labs MOE Data Knowledge Key
Org1824	  Shanghai Intelligent Laboratory Key Processing
Org1825	  Innovation GmbH Volz
Org1826	  Engineering School National University Ireland Informatics
Org1827	  sanofi Animal Disposition Safety aventis Inc
Org1828	  Center Technology Europe Search
Org1829	  Technology Corporate
Org1830	  Senart University Institute Creteil Technology EST FB PARIS UPEC
Org1831	  Ecole Centrale CNRS Lyon
Org1832	  Beijing Center Sigma
Org1833	  Haima Automobile Company FAW
Org1834	  Frankfurt University Science Applied
Org1835	  University Osaka
Org1836	  Campus LORIA Scientifique
Org1837	  SIG IRIT Toulouse Sabatier Team UMR Paul
Org1838	  IPAL UMI CNRS Pervasive Access Image Lab
Org1839	  ANU Canberra
Org1840	  Engineering Labs Ministry Education Data Knowledge Key
Org1841	  Univeristy Madrid III Carlos
Org1842	  John College
Org1843	  Science Centre
Org1844	  Engineering IEETA Inst Electronics Telematics Aveiro
Org1845	  Technology Corporate Siemens
Org1846	  IGN Universit COGIT Institut National Est ographique Laboratory Paris
Org1847	  Control Intelligent Systems
Org1848	  Canada NRC
Org1849	  Labs Search
Org1850	  Packard Hewlett Laboratory
Org1851	  Labs Alcatel Bell Lucent
Org1852	  Universit Federico di Napoli
Org1853	  Dalian University Ministry Education
Org1854	  Beijing Center Nokia
Org1855	  SAP Darmstadt
Org1856	  quipe Inserm UMRS
Org1857	  University Politechica Timisoara
Org1858	  Institute Technology Central Cotton
Org1859	  Center China Motorola
Org1860	  gogol medien KG GmbH
Org1861	  Grid Telecommunication LTD
Org1862	  IDA Dangan Business Park
Org1863	  CHVNG EPE
Org1864	  Technology MIMOS Malaysia BHD Park
Org1865	  Laboratories Europe GmbH
Org1866	  Birlinghoven Schloss
Org1867	  Labs Technology Science Defence
Org1868	  Engineering School
Org1869	  Protocols Networking Dep
Org1870	  Ecole Centrale Universit CNRS Lyon UMR LIRIS
Org1871	  Beijing Intelligent Technology Lab
Org1872	  University London College Birkbeck
Org1873	  Genova University DISI
Org1874	  University Technical Lisbon INESC
Org1875	  Rennes Campus University IRISA Beaulieu
Org1876	  SU
Org1877	  Cisco Systems
Org1878	  Xi Control Center Satellite
Org1879	  Calabria Unversity
Org1880	  NUI Maynooth
Org1881	  Missile Engineering Institute University Force Air
Org1882	  Sciences College Life Medical Veterinary
Org1883	  Deutsches nstliche Forschungszentrum GmbH Intelligenz DFKI
Org1884	  LRI CNRS Sud University Saclay INRIA Paris
Org1885	  Paradigm
Org1886	  Accenture
Org1887	  FBK CIT
Org1888	  Artificial Intelligence German Centre DFKI
Org1889	  Space Medicine Fundamental Laboratory Application Key
Org1890	  Lab Queensland
Org1891	  Saclay Cachan ENS INRIA
Org1892	  CNRS Sud Univ Paris
Org1893	  Grenoble Univ
Org1894	  CNRS LIRMM
Org1895	  Semiconductor Marvell
Org1896	  Corporation Semiconductor Fairchild
Org1897	  Sony Science Lab
Org1898	  Performance Computing
Org1899	  della Forlanini Piastra Radiologia UOC Ospedale Camillo
Org1900	  Telecom Institut SudParis
Org1901	  Corporation Telstra Limited
Org1902	  Partners Consulting MDR
Org1903	  Websays
Org1904	  Corporation Distribution Telstra Media Limited
Org1905	  EPFL School LSIR Distributed Science IC Laboratory Systems Communication
Org1906	  DFKI
Org1907	  Cardiff University
Org1908	  ofHildesheim University
Org1909	  YNPG
Org1910	  ZJU
Org1911	  TECH MATIS Labs Network Carrier Orange
Org1912	  Company Supply Power
Org1913	  Company Technology Netease Proper
Org1914	  Mapping Surveying Hainan Bureau
Org1915	  Sciences Academy Chinese
Org1916	  Company Siping Supply Power
Org1917	  Engineering Center National China Digital Switching Technological
Org1918	  Institute Henan Polytechnic
Org1919	  D Sciences Proteome
Org1920	  Quality Technical Shanxi Supervision Province Bureau
Org1921	  Geological Survey Institute Zhejiang
Org1922	  Study arid Center Arid Affairs Lands Development Semi Desert Sustainable International
Org1923	  Agia Attikis Paraskevi Demokritos
Org1924	  National Education Ecology Oasis Lab Key Bureau
Org1925	  Equipment Academy
Org1926	  Networks Technology Dissemination Transmission Science Laboratory Communication
Org1927	  Institute CETC
Org1928	  University Technology Science GuiLin
Org1929	  Engineering Architectural Civil Institute Jilin
Org1930	  University Technology Jilin Science
Org1931	  IBM India
Org1932	  Technology Zhejiang Nuniversity
Org1933	  Engineering University PLA
Org1934	  University Sciences Applied
Org1935	  Infolab eXascale
Org1936	  SAYservice srl
Org1937	  Royal Chemistry Society
Org1938	  Han University Wu
Org1939	  Qinhuangdao Institute Technology
Org1940	  SAP Dresden
Org1941	  Liaoning Company Electric Limited Power
Org1942	  Beijing Auto Changan Engineering
Org1943	  Baoshan Plant Iron Steel Power
Org1944	  University Aeronautical Naval Astronautical
Org1945	  University Chang Technology Science Chun
Org1946	  Center Metallogenic University Ministry Education China Prediction South Laboratory Key Nonferrous
Org1947	  Design Survey Institute Henan Electric Power
Org1948	  Beijing China Mobile
Org1949	  CNRS Samovar UMR SudParis
Org1950	  Insitute University Technology Yongjiang
Org1951	  Centro Cient Ensenada Estudios Investigaci Superiores fica
Org1952	  CAS IBM France
Org1953	  com associ Institut cole tienne Saint
Org1954	  Laboratoire Chappe Claude
Org1955	  Economics University Vienna Business
Org1956	  CAS IBM
Org1957	  University College Maryland Park
Org1958	  Laboratory Shannon
Org1959	  Locomotive CSR Sifang Qingdao Rolling Ltd Stock
Org1960	  Universit Toulouse Sabatier Paul
Org1961	  Neumann von Institute VNUHCM John
Org1962	  USC
Org1963	  Occupation Technical Henan College
Org1964	  Institute Branch China Xian Coal
Org1965	  Swire Management Properties Ltd
Org1966	  Scientific Cinvestav Tamaulipas Technological Park
Org1967	  Volkswagen Company FAW Automotive
Org1968	  Corporation Center Motor Technical Dongfeng
Org1969	  University Commerce Library Tianjin TJCU
Org1970	  Company China Grid North Limited
Org1971	  Geosciences University Chinese
Org1972	  Beijing Center Technology Agriculture
Org1973	  Universit Sud Saclay INRIA Paris
Org1974	  XuZhou Force College Air
Org1975	  TEI
Org1976	  Labs China HP
Org1977	  Bruno University CIMeC Kessler Foundation Trento
Org1978	  Center DOCOMO NTTDOCOMO NTT
Org1979	  Nomotika
Org1980	  Aplicada Programa PPGIA tica Gradua Inform em
Org1981	  Leiden
Org1982	  Tencent Research
Org1983	  Engineering Center Broadband Applications Shanghai Technologies
Org1984	  UNIMORE DII
Org1985	  Ing tica Inform Sistemas
Org1986	  Automation Institute Sciences Academy Heilongjiang
Org1987	  Space Xi Technology China Academy
Org1988	  HPI Hasso Institut Plattner Softwaresystemtechnik GmbH
Org1989	  School Experimental City Changchun
Org1990	  University PLA Transportation Military
Org1991	  Beijing Center Exploration Application Global
Org1992	  Beijing Tracking Institute Technology Telecommunication
Org1993	  Enginnering Airforce Unversity
Org1994	  Northwest Institute Nuclear Technology
Org1995	  Beijing Engineering Institute
Org1996	  Beijing Engineering Institute Electromechanical
Org1997	  Engineering School Mechatronics Automation
Org1998	  Space Star Technology Ltd
Org1999	  Vocational Group Mechanical Henan Electrical
Org2000	  Cadres Trade Administration Institute Shandong Unions
Org2001	  cnrs Samovar telecom umr SudParis
Org2002	  Technology Malaysia Park
Org2003	  eni Semantic ICT Technologies
Org2004	  Technology Smarter Cities Centre
Org2005	  Institute Technology Semantic
Org2006	  Center Fujitsu
Org2007	  Science Chinese Academic
Org2008	  University FUMEC
Org2009	  Company XinYang Supply Power
Org2010	  University Cuza Iasi
Org2011	  Hellas Institute Technology Science Foundation
Org2012	  Cemagref UMR TETIS
Org2013	  CNRS Sud University Paris
Org2014	  Universit Franc ois Rabelais Tours
Org2015	  Ambiental Gesti IHOBE Sociedad blica
Org2016	  Fakult Soziologie
Org2017	  Beijing Center Agrifood Farmland monitoring Testing
Org2018	  Engineering Center National Technology Agriculture
Org2019	  Neumann HCM von Institute John VNU
Org2020	  Beijing Auto Changan Engineering Ltd
Org2021	  Department Affairs Veterans Vanderbilt Informatics Biomedical
Org2022	  des Cassidian Parc Affaires Portes
Org2023	  Montpellier IRSTEA UMR TETIS
Org2024	  Fraunhofer Institute Optronics
Org2025	  D EDF
Org2026	  Rennes Bretagne Atlantique INRIA Centre
Org2027	  Water Engineering Conservancy Henan Bureau
Org2028	  Technology IBM Smarter Cities Research Centre
Org2029	  Industrial Piedmont Biofuels
Org2030	  Medicine Centre Union Tianjin
Org2031	  Engineering School Science
Org2032	  Engineering College Software
Org2033	  Moabit c Alt
Org2034	  Saltlux
Org2035	  derivo GmbH
Org2036	  Carthage
Org2037	  Institute Grid Electric Power
Org2038	  North GmbH
Org2039	  King University Aberdeen College
Org2040	  SemanticBits
Org2041	  Beijing Center Application Global Exploitation
Org2042	  Design Engineering Chemical Institute China Tianjin
Org2043	  Artificial Meraka Intelligence CSIR Research Centre UKZN
Org2044	  College Chongqing Communication
Org2045	  Aluminium Voerde GmbH
Org2046	  Chongqing Digital Agriculture Laboratory Key
Org2047	  Design Engineering Institute
Org2048	  MoE Confidence Software PKU Lab Key Technologies
Org2049	  MoE Assurance Network Software PKU Lab Security Key
Org2050	  Tian Aerospace Technology Wei Data Ltd Jin Zhong
Org2051	  Mining Beijing University technology
Org2052	  Xuzhou Force College Air
Org2053	  Company China Mobile Limited Xinjiang
Org2054	  School Martin Oxford
Org2055	  Parque fico Cient Tecnol gico
Org2056	  Grenoble INRIA
Org2057	  PHACTS Consortium
Org2058	  JiangnanUniversity
Org2059	  Technology Provincial Media Digital Shandong Laboratory Key
Org2060	  Institute Architecture Jianda Designing Shandong Planning
Org2061	  Environmental China College Management
Org2062	  III FB
Org2063	  Bad Bergzabern Klinik
Org2064	  health inspiring GmbH Dr Wilke
Org2065	  Nomotika l
Org2066	  LTI CMU
Org2067	  Google GmbH Germany
Org2068	  Universit Koblenz
Org2069	  Tunis ISG
Org2070	  Institut SudParis Mines TELECOM
Org2071	  ZI
Org2072	  CNRS LORIA UMR
Org2073	  University Illinois
Org2074	  Services Nokia
Org2075	  Forschungsbereich Realit Simulierte t Agenten und
Org2076	  Field Oil Shengli Branch CoDongying
Org2077	  Innovation Center HP
Org2078	  Engineering Provincial Software Laboratory Key
Org2079	  Xi Institute Huawei
Org2080	  IBM Germany
Org2081	  Tech Nanyang
Org2082	  CSD Research Capgemini
Org2083	  Unister GmbH
Org2084	  BBC D
Org2085	  Hypios Research
Org2086	  IMIS
Org2087	  Autonomous Province Trento
Org2088	  Learning Lab Systems Machine
Org2089	  Montpellier IRSTEA
Org2090	  Pontif Grande Cat lica Rio cia Universidade Sul
Org2091	  Institute University Science Innsbruck
Org2092	  San Labs Jose Accenture Technology
Org2093	  Universit CNRS Sud Paris
Org2094	  Universit CNRS Lyon UMR LIRIS
Org2095	  Labs China EMC
Org2096	  University Macau
Org2097	  Labs Network Carrier Orange
Org2098	  Montpellier Universit LIRMM
Org2099	  Amsterdam Universiteit Europeana Vrije
Org2100	  MOE University China Renmin
Org2101	  EPFL IC LBD
Org2102	  Tudor SANTEC Public Centre Recherche Henri
Org2103	  NUIG DERI
Org2104	  University Town Xili
Org2105	  IRSTEA UMR TETIS
Org2106	  RC IMIS ATHENA
Org2107	  University Weingarten Education
Org2108	  TSCF Irstea UR
Org2109	  Institute Technology Helsinki HIIT
Org2110	  CNRS Institut SAMOVAR UMR SudParis TELECOM
Org2111	  CNRS Institut Samovar UMR SudParis TELECOM
Org2112	  IIP CAS Lab Key
Org2113	  MADIS CAS Lab Key
Org2114	  Center Clinical NIH
Org2115	  Labs Bell
Org2116	  HealthGrid
Org2117	  IDA Business Park
Org2118	  XING AG
Org2119	  Technology Zhejiang Provincial Network Laboratory Security Key
Org2120	  BV Almende
Org2121	  Engineering Provincial Shandong Software Laboratory Key
Org2122	  Bruno University SpA Kessler Trentina Foundation Informatica Trento
Org2123	  Realit Simulierte und GmbH Forschungsbereich Deutsches t Agenten nstiliche Forschungszentrum Intelligenz DFKI
Org2124	  GFaI
Org2125	  University Rey Juan
Org2126	  Telef D nica
Org2127	  Department School Moos Restorative Sciences Health Science Tower Dentistry
Org2128	  Storm Technology
Org2129	  Automobile Geely Institute LTD
Org2130	  Trombay
Org2131	  Automobile Geely Institute Zhejiang LTD
Org2132	  Office Post NBS
Org2133	  Engineering Institute China Ltd Automotive
Org2134	  College KAIST Business
Org2135	  Consulting Lecithos
Org2136	  University Agriculture
Org2137	  Beijing Engineering Center Technology Agriculture Internet
Org2138	  Jianghuai Automobile Anhui Ltd
Org2139	  Institute Enterprise Systems
Org2140	  Corporation Lubrizol
Org2141	  CENTER CHINA FAW
Org2142	  Changan Automobile Institute Co
Org2143	  Automobile Geely Institute Ltd
Org2144	  Engineering Automobile Institute Guangzhou Automotive
Org2145	  Xian Division Mapping Surveying
Org2146	  Center China FAW
Org2147	  National Academy Information Defense
Org2148	  Automobile Geely Institute Zhejiang Ltd
Org2149	  Vehicle Motor Passenger Co SAIC
Org2150	  Engineering GAC
Org2151	  Beijing Measurement Institute Metrology Radio
Org2152	  Institute DERI IDA Enterprise Digital Business Park
Org2153	  Ecole FAYOL des rieure Nationale EMSE Mines LSTI
Org2154	  Changan Powertrain Center Automobile Ltd Global
Org2155	  Company Chemical Dow
Org2156	  Beijing Center Technology Automotive
Org2157	  Auto Changan Center Global
Org2158	  Vehicle NVH Technology Laboratory Safety Key
Org2159	  FAYOL ENSMSE LSTI
Org2160	  Airforce College Logistics
Org2161	  Corporation Motor Technical Dongfeng Centre
Org2162	  Academy Yunnan Police Officer
Org2163	  Agia Center National Attikis Paraskevi Scientific Demokritos
Org2164	  AirForce Xuzhou College
Org2165	  Semiconductor Advanced Manufacturing
Org2166	  MINRES GmbH Technologies
Org2167	  Changan Powertrain Center Automobile Chongqing Ltd Global
Org2168	  University Radio Shaanxi
Org2169	  Engineering Changan Automobile Institute Co
Org2170	  Engineering Changan Automobile Institute Ltd
Org2171	  SAYservice
Org2172	  University Chinyun
Org2173	  University Amsterdam chair
Org2174	  University Passau chair
Org2175	  Darmstadt Merck
Org2176	  Dipartimento di Scienza Ingegneria Informatica DISI
Org2177	  Guangdong Corporation Control Grid Dispatch Centre Power
Org2178	  Prevention Xuhui Center Control Disease
Org2179	  Antipolis Sophia
Org2180	  University Northeastern
Org2181	  Bioingegneria Informazione
Org2182	  dische Orthop Klinik Markgr ningen
Org2183	  Cabinet dicale Imagerie SA
Org2184	  Cognitive Laboratory Computing Application Key Tianjin
Org2185	  ULPGC SIANI
Org2186	  CERN Scientific Service
Org2187	  Europeana Foundation
Org2188	  Markets Knowledge
Org2189	  AVIC Institute Technique Computing
Org2190	  Research OCLC
Org2191	  Beijing Industry Inspur Electronic
Org2192	  IRSTEA TETIS
Org2193	  Ministry Confidence Education Software Laboratory Key Technologies
Org2194	  Group AxIS
Org2195	  Mediterranean Institute Primary Care
Org2196	  DLVSystem
Org2197	  School Advanced Optical Technologies
Org2198	  Universit LINA Nantes
Org2199	  Studiolabo
Org2200	  ChangZhou Technology Perception Process Laboratory Key Interconnected
Org2201	  Universite Ecole Centrale CNRS Lyon
Org2202	  Artificial Center Intelligence Kaiserslautern German GmbH DFKI
Org2203	  Montpellier CNRS University Antipolis INRIA Sophia
Org2204	  Xi University Posts Telecommunications
Org2205	  Celi
Org2206	  Ontotext
Org2207	  IBM Dublin
Org2208	  Consulting Markets Knowledge
Org2209	  Project TRAILER
Org2210	  Office Eletronics Institute Dept Telecommunication
